FID,Search_Center,tweet_id,tweet_datetime,tweet_keyword,text,user_name,user_id,to_user,to_user_id,in_reply_to_tweet_id,lang,location,geo,tweet_datetime_local,lng,lat,accuracy
1478,Washington_DC,277053711707148288,12/7/2012 14:15,Ford Fusion,For more information on The Ford Fusion Street Chic Tour visit http://t.co/A34FOsRF.....Thanks!!!,DFSWDC,54257449,,,,en,"Washington, DC",,12/7/2012 9:15,-77.0363658,38.8951118,4
1479,Washington_DC,278621289109921794,12/11/2012 22:04,Ford Fusion,"""Oh my gosh! Is that Santa behind us?! He drives a ford fusion!""- @jenessahubbard",carmenLhill,139287401,,,,en,Washington ,,12/11/2012 17:04,-77.0363658,38.8951118,4
1480,Washington_DC,278565166965219329,12/11/2012 18:21,Ford Fusion,"Ford Fusion Named 2013 ""Green Car of the Year"" http://t.co/nF1XOpFU @ford",biggreenpurse,44904933,,,,en,"Washington, D.C.",,12/11/2012 13:21,-77.0363658,38.8951118,4
1481,Washington_DC,278563818945253376,12/11/2012 18:16,Ford Fusion,"Are you in the market for a new car in 2013? Then you should check out the ""Best Car to Buy in 2013"": http://t.co/MIsr5BW7 #Ford",koonsauto,51083157,,,,en,"Washington, D.C.",,12/11/2012 13:16,-77.0363658,38.8951118,4
1482,Washington_DC,278559293073149952,12/11/2012 17:58,Ford Fusion,Recall recap: 2013 Ford Escape and Fusion Vehicles and Jutol and Scan Gas ...,inrikiu,479322563,,,,en,Arlington,,12/11/2012 12:58,-97.1080656,32.735687,4
1483,Washington_DC,278537972373147650,12/11/2012 16:33,Ford Fusion,First look at the 2013 #Ford Fusion http://t.co/J84KW1bs,TedBrittFord,126337431,,,,en,"Fairfax, VA",,12/11/2012 11:33,-77.3063733,38.8462236,4
1484,Washington_DC,278489889828392960,12/11/2012 13:22,Ford Fusion,Ford Motor (NYSE:F) unveils the cause of overheating in the 2013 Fusion sedans http://t.co/0fgIVK8e,PotentialTrader,233899465,,,,en,Washington,,12/11/2012 8:22,-77.0363658,38.8951118,4
1485,Washington_DC,278482772086116353,12/11/2012 12:54,Ford Fusion,I see a Ford fusion and a ugly ass Nissan versa in the car.. simply means #TheRebelsAreBack,D_Go13,266801218,,,,en,"Alexandria, VA",,12/11/2012 7:54,-77.0469214,38.8048355,4
1486,Washington_DC,278458639059124224,12/11/2012 11:18,Ford Fusion,"@Ford blames coolant system for Escape, Fusion fires http://t.co/SqWcEwIv #failuretolaunch",BrawnyladDC,106288017,Ford,15676492,,en,"Washington, D.C. ",,12/11/2012 6:18,-77.0363658,38.8951118,4
1487,Washington_DC,278314129616424961,12/11/2012 1:43,Ford Fusion,Ford Fusion Faces Another Recall http://t.co/GvjlKMFk,gblawyers,45650602,,,,en,"Silver Spring, MD",,12/10/2012 20:43,-77.026088,38.9906657,4
1488,Washington_DC,278246622234816512,12/10/2012 21:15,Ford Fusion,"RT @davidshepardson: Ford says it has software fix for 2013 Escape, Fusion engine fire risks. Dealers will begin repairing vehicles next...",OhioSLO,272595058,,,,en,Bethesda MD,,12/10/2012 16:15,-77.0947092,38.984652,4
1489,Washington_DC,278237862678372353,12/10/2012 20:40,Ford Fusion,"RT @JLaVigne: Welcome to the family, 2006 Ford Fusion SEL. Nothing will ever compare to the Ranger though :(",B_Hallaz,469005769,,,,en,"Fairfax, VA",,12/10/2012 15:40,-77.3063733,38.8462236,4
1490,Washington_DC,278233192819986432,12/10/2012 20:22,Ford Fusion,"Software upgrade to fix Fusion, Escape 1.6-liter engine overheating problem, Ford says. $F http://t.co/o8ygn3BR",TMFBreaking,872394470,,,,en,"Alexandria, Va.",,12/10/2012 15:22,-77.0469214,38.8048355,4
1491,Washington_DC,278225717215502336,12/10/2012 19:52,Ford Fusion,"Ford blames coolant system for Escape, Fusion fires http://t.co/NsWsyXXT via @USATODAY",craasch,5931862,,,,en,"Washington, D.C. ",,12/10/2012 14:52,-77.0363658,38.8951118,4
1492,Washington_DC,278224391052095488,12/10/2012 19:47,Ford Fusion,"Welcome to the family, 2006 Ford Fusion SEL. Nothing will ever compare to the Ranger though :(",JLaVigne,48822575,,,,en,"Fairfax, VA",,12/10/2012 14:47,-77.3063733,38.8462236,4
1493,Washington_DC,278215068301287424,12/10/2012 19:10,Ford Fusion,Ford Fusion Recalled for Faulty Headlamp: The National Highway Traffic Safety Administration announced the numbe... http://t.co/paomv26v,gblawyers,45650602,,,,en,"Silver Spring, MD",,12/10/2012 14:10,-77.026088,38.9906657,4
1494,Washington_DC,278204012363407360,12/10/2012 18:26,Ford Fusion,"RT @davidshepardson: Ford says it has software fix for 2013 Escape, Fusion engine fire risks. Dealers will begin repairing vehicles next week",greenandwrite10,134990744,,,,en,,,12/10/2012 13:26,-69.6691186,-38.8233843,2
1495,Washington_DC,278200130929303552,12/10/2012 18:10,Ford Fusion,"RT @davidshepardson: Ford says it has software fix for 2013 Escape, Fusion engine fire risks. Dealers will begin repairing vehicles next week",MBurden_DN,37464438,,,,en,"Royal Oak, Michigan",,12/10/2012 13:10,-83.1446485,42.4894801,4
1496,Washington_DC,278197695477317633,12/10/2012 18:01,Ford Fusion,"Ford says it has software fix for 2013 Escape, Fusion engine fire risks. Dealers will begin repairing vehicles next week",davidshepardson,26283307,,,,en,"Washington, DC",,12/10/2012 13:01,-77.0363658,38.8951118,4
1497,Washington_DC,278192398570508289,12/10/2012 17:40,Ford Fusion,Looking for a #Honda #Accord alternative? Check out the #Ford Fusion: http://t.co/JoJ9c7ec,BeCarChic,104934701,,,,en,"Washington, D.C.",,12/10/2012 12:40,-77.0363658,38.8951118,4
1498,Washington_DC,278186132410343424,12/10/2012 17:15,Ford Fusion,Ford recalls the 2013 Fusion for the second time in a week http://t.co/M1RIrJNs,USNewsCars,78078340,,,,en,"Washington, DC",,12/10/2012 12:15,-77.0363658,38.8951118,4
1499,Washington_DC,277906164543533057,12/9/2012 22:42,Ford Fusion,@sfeuer Thats good. Our experience with Ford dealers so far has been less enjoyable (looking at a new Fusion hybrid),tbridge,11011,sfeuer,12078622,277906025636573184,en,,"38.932837, -76.981616",12/9/2012 17:42,-69.6691186,-38.8233843,2
1500,Washington_DC,277896864345509888,12/9/2012 22:05,Ford Fusion,Feature Cars 2013 - Ford Fusion NASCAR Sprint Cup Car: http://t.co/byR0N4Nt via @youtube,danwlawrence,261944846,,,,en,"Washington, DC",,12/9/2012 17:05,-77.0363658,38.8951118,4
1501,Washington_DC,277840204688146433,12/9/2012 18:20,Ford Fusion,So the ford fusion is flying ?,TwoHandzTim,35578743,,,,en,laurel MD,,12/9/2012 13:20,-76.8483061,39.0992752,4
1502,Washington_DC,277796985153654785,12/9/2012 15:28,Ford Fusion,1st Hyundai now Ford. This is not good for biz -&gt&gt Drive On: EPA reviewing Ford's gas mileage claims http://t.co/N8BM78ec via @USATODAY,transportgooru,21946625,,,,en,"Washington, DC",,12/9/2012 10:28,-77.0363658,38.8951118,4
1503,Washington_DC,277694652818288641,12/9/2012 8:42,Ford Fusion,"EPA will review Ford C-Max, Fusion 47 mpg claims http://t.co/cL9Q5RLN",akabyam,13383292,,,,en,"Seminary Valley, Virginia",,12/9/2012 3:42,-77.1174791,38.8184463,5
1504,Washington_DC,277470020127293440,12/8/2012 17:49,Ford Fusion,".@EPAgov to review @Ford 47 mpg C-Max, Fusion hybrid claims in wake of @consumerreports findings http://t.co/YsbUqeVK",davidshepardson,26283307,,,,en,"Washington, DC",,12/8/2012 12:49,-77.0363658,38.8951118,4
1505,Washington_DC,277455410540183553,12/8/2012 16:51,Ford Fusion,RT @thetravelindiva: Recall: Ford Fusion for hazy low-beam headlights http://t.co/R9P6b1w4,HumanistExec,14539174,,,,en,GLOBAL BY WAY OF MANCHESTER UK,,12/8/2012 11:51,0,0,0
1506,Washington_DC,277454592399249408,12/8/2012 16:48,Ford Fusion,RT @thetravelindiva: Recall: Ford Fusion for hazy low-beam headlights http://t.co/R9P6b1w4,MoniseLSeward,23905899,,,,en,Georgia &amp The Twitterverse,,12/8/2012 11:48,-82.907123,32.1574351,2
1507,Washington_DC,277454514041262080,12/8/2012 16:48,Ford Fusion,RT @thetravelindiva: Recall: Ford Fusion for hazy low-beam headlights http://t.co/R9P6b1w4,LisaMarieEarley,376871324,,,,en,"Atlanta, GA",,12/8/2012 11:48,-84.3879824,33.7489954,4
1508,Washington_DC,277453974242750467,12/8/2012 16:45,Ford Fusion,Recall: Ford Fusion for hazy low-beam headlights http://t.co/R9P6b1w4,thetravelindiva,314896078,,,,en,"Washington, DC",,12/8/2012 11:45,-77.0363658,38.8951118,4
1509,Washington_DC,277152998902349824,12/7/2012 20:49,Ford Fusion,Ford Announces Recall for Engine Fires Day After Receiving Award http://t.co/18iQy6eY,gblawyers,45650602,,,,en,"Silver Spring, MD",,12/7/2012 15:49,-77.026088,38.9906657,4
1510,Washington_DC,277115281585893376,12/7/2012 18:20,Ford Fusion,"Ford Fusion Named 2013 ""Green Car of the Year""... http://t.co/DH00dnTM",biggreenpurse,44904933,,,,en,"Washington, D.C.",,12/7/2012 13:20,-77.0363658,38.8951118,4
1511,Washington_DC,277080676812091392,12/7/2012 16:02,Ford Fusion,Uh oh RT @Jalopnik: Ford Fusion gets its second recall in a week http://t.co/ntTkD1vr,jmdc88,19314834,,,,en,"Washington, DC",,12/7/2012 11:02,-77.0363658,38.8951118,4
1512,Washington_DC,277062943152148480,12/7/2012 14:52,Ford Fusion,"Ford C-Max, Fusion hybrids fall short of mpg claims, Consumer Reports says  http://t.co/zDqy2Ha6 via @sharethis #eco #green #ev #auto",pfucito,22651073,,,,en,"Washington, DC",,12/7/2012 9:52,-77.0363658,38.8951118,4
1513,Washington_DC,277062921325006848,12/7/2012 14:52,Ford Fusion,"Oh, another recall on the new Ford Fusion? You don't say...http://t.co/K29S5k0b",Justin_Hyde,15948995,,,,en,"Washington, DC",,12/7/2012 9:52,-77.0363658,38.8951118,4
1514,Washington_DC,277053490507968513,12/7/2012 14:14,Ford Fusion,The Ford Fusion Street Chic Tour is hitting Potomac Mills Dec. 7th &amp 8th 10am-9pm and Dec. 9th 11am-6pm. See you there......,DFSWDC,54257449,,,,en,"Washington, DC",,12/7/2012 9:14,-77.0363658,38.8951118,4
1515,Washington_DC,277038661630054401,12/7/2012 13:15,Ford Fusion,"Ford Fusion Named 2013 ""Green Car of the Year"" http://t.co/GWZ44RmZ @ford",biggreenpurse,44904933,,,,en,"Washington, D.C.",,12/7/2012 8:15,-77.0363658,38.8951118,4
1516,Washington_DC,276527894124195840,12/6/2012 3:26,Ford Fusion,"13 @Ford Fusion Hybrid, C-Max Hybrid Don't Achieve EPA Fuel-Economy Ratings - Motor Trend: http://t.co/Fc57H96i @EPA",BrawnyladDC,106288017,,,,en,"Washington, D.C. ",,12/5/2012 22:26,-77.0363658,38.8951118,4
1517,Washington_DC,276503205200941056,12/6/2012 1:47,Ford Fusion,"Ford Fusion Wins Green Car of the Year for 2013: 
Each year the Green Car Journal selects one eco-friendly vehic... http://t.co/Yx28aN0s",envirotarian,41620652,,,,en,Washington DC Metro,,12/5/2012 20:47,-77.0363658,38.8951118,4
1518,Washington_DC,276503204529860608,12/6/2012 1:47,Ford Fusion,"Ford Fusion Wins Green Car of the Year for 2013: 
Each year the Green Car Journal selects one eco-friendly vehic... http://t.co/yyQJ2Ff7",Greenhance,17203374,,,,en,"Washington, DC",,12/5/2012 20:47,-77.0363658,38.8951118,4
1519,Washington_DC,276434554401722368,12/5/2012 21:15,Ford Fusion,@FordFusion thanks for the contest to win a fabulous ford fusion,TechTools,1159851,FordFusion,17114428,,en,DC Metro area,,12/5/2012 16:15,-77.0363658,38.8951118,4
1520,Washington_DC,276427173252976641,12/5/2012 20:45,Ford Fusion,"Ford Fusion Recalled One Day After Receiving Award: Due to the chances of overheating and catching fire, Ford Fu... http://t.co/ha3la55T",gblawyers,45650602,,,,en,"Silver Spring, MD",,12/5/2012 15:45,-77.026088,38.9906657,4
1521,Washington_DC,276421734465421312,12/5/2012 20:24,Ford Fusion,For more info on The Ford Fusion Street Chic Tour visit http://t.co/A34FOsRF.....Thanks!!!,DFSWDC,54257449,,,,en,"Washington, DC",,12/5/2012 15:24,-77.0363658,38.8951118,4
1522,Washington_DC,276421507629056001,12/5/2012 20:23,Ford Fusion,The Ford Fusion Street Chic Tour is hitting Potomac Mills on Dec. 7th&amp8th 10am-9pm and Dec. 9th 11am-6pm.......See you there!!!,DFSWDC,54257449,,,,en,"Washington, DC",,12/5/2012 15:23,-77.0363658,38.8951118,4
1523,Washington_DC,276413163975614464,12/5/2012 19:50,Ford Fusion,"2013 Ford Escape, Fusion Recalled for Engine Fires http://t.co/QNYFrTR4",USNewsCars,78078340,,,,en,"Washington, DC",,12/5/2012 14:50,-77.0363658,38.8951118,4
1524,Washington_DC,276389213736423426,12/5/2012 18:14,Ford Fusion,"RT @JimSharifi: 2013 Ford Escape, Fusion Recalled for Engine Fires http://t.co/deK37FL5",ChasSharifi,17274187,,,,en,"??T: 38.930662,-77.225142",,12/5/2012 13:14,15.4961454,49.7338986,6
1525,Washington_DC,276383254129545217,12/5/2012 17:51,Ford Fusion,"RT @jimsharifi: 2013 Ford Escape, Fusion Recalled for Engine Fires http://t.co/64NWCAgo",BeCarChic,104934701,,,,en,"Washington, D.C.",,12/5/2012 12:51,-77.0363658,38.8951118,4
1526,Washington_DC,276383121967026176,12/5/2012 17:50,Ford Fusion,"2013 Ford Escape, Fusion Recalled for Engine Fires http://t.co/deK37FL5",JimSharifi,18128901,,,,en,"Washington, DC",,12/5/2012 12:50,-77.0363658,38.8951118,4
1527,Washington_DC,276377652028395521,12/5/2012 17:29,Ford Fusion,"RT @BeCarChic: Check out our latest reviews of the #Ford #Fusion, Green COTY, #Toyota #Avalon, #BMW 3-series and #Nissan #Altima: http://t.co/PNYWT3Kz",fordbecky,266809025,,,,en,Dallas,,12/5/2012 12:29,-96.8004511,32.7801399,4
1528,Washington_DC,276368662611521537,12/5/2012 16:53,Ford Fusion,"Check out our latest reviews of the #Ford #Fusion, Green COTY, #Toyota #Avalon, #BMW 3-series and #Nissan #Altima: http://t.co/PNYWT3Kz",BeCarChic,104934701,,,,en,"Washington, D.C.",,12/5/2012 11:53,-77.0363658,38.8951118,4
1529,Washington_DC,276347901859483650,12/5/2012 15:30,Ford Fusion,For more information on The Ford Fusion Street Chic Tour visit www.Ford http://t.co/poIsL6Sn.......Thanks!!!,DFSWDC,54257449,,,,en,"Washington, DC",,12/5/2012 10:30,-77.0363658,38.8951118,4
1530,Washington_DC,276347621919047680,12/5/2012 15:29,Ford Fusion,The Ford Fusion Street Chic tour is hitting Potomac Mills on Dec. 7th&amp8th 10am-9pm and Dec. 9th 11am-6pm.....See you there!!!,DFSWDC,54257449,,,,en,"Washington, DC",,12/5/2012 10:29,-77.0363658,38.8951118,4
1531,Washington_DC,276313977053650944,12/5/2012 13:16,Ford Fusion,Fire Risk Leads to Ford Recall http://t.co/SMeauenJ,gblawyers,45650602,,,,en,"Silver Spring, MD",,12/5/2012 8:16,-77.026088,38.9906657,4
1532,Washington_DC,276174222794047488,12/5/2012 4:00,Ford Fusion,@Laurknock 2010 Ford Fusion Hybrid,StephanieMaldo,33808938,Laurknock,313717825,276173166924165120,en,Washington,,12/4/2012 23:00,0,0,0
1533,Washington_DC,276144262473719808,12/5/2012 2:01,Ford Fusion,"Ford Fusion Hybrid, Nissan Pathfinder Fastest-Selling Cars in November http://t.co/bVb4itPr",EINHybridCars,335141420,,,,en,"Washington, D.C.",,12/4/2012 21:01,-77.0363658,38.8951118,4
1534,Washington_DC,276104466858659840,12/4/2012 23:23,Ford Fusion,Tha new 2013 Ford Fusion &gt&gt&gt&gt&gt&gt that thang bad,mond_dsy13,580464024,,,,en,c~town,,12/4/2012 18:23,-77.0363658,38.8951118,4
1535,Washington_DC,276051083237945344,12/4/2012 19:51,Ford Fusion,"RT @JustinSchuck: Long live the rose that grew from concrete even when no one ever cared. 2013 Ford Fusion ""A Rose"" TV Commercial: http://t.co/hygssf6a #tupac",Morefiregal,617382666,,,,en,,,12/4/2012 14:51,-69.6691186,-38.8233843,2
1536,Washington_DC,276014074825953280,12/4/2012 17:24,Ford Fusion,"Long live the rose that grew from concrete even when no one ever cared. 2013 Ford Fusion ""A Rose"" TV Commercial: http://t.co/hygssf6a #tupac",JustinSchuck,16809453,,,,en,"Washington, D.C.",,12/4/2012 12:24,-77.0363658,38.8951118,4
1537,Washington_DC,275954038091182081,12/4/2012 13:25,Ford Fusion,"All Eyez on Ford: Tupac Shakur poetry used to market Fusion
http://t.co/zojC5m6q",RealJeez,58888850,,,,en,Fairfax,,12/4/2012 8:25,-77.3063733,38.8462236,4
1538,Washington_DC,275932589670408192,12/4/2012 12:00,Ford Fusion,I entered the Fusion Street Chic sweeps to win a 2013 Ford Fusion. See if it fits your style: http://t.co/Vi8peSOc,Dedicated2Cash,29370659,,,,en,"Fort Washington, Maryland",,12/4/2012 7:00,-77.0230313,38.7073379,4
1539,Washington_DC,275918312620306432,12/4/2012 11:03,Ford Fusion,Bitches who tried to race me today: a Ford Fusion &amp a Hyundai Elentra #FacePalm  Je n'ai plus espoir en la vie,Oumar_93,101350616,,,,en,"Reston, Virginia",,12/4/2012 6:03,-77.3570028,38.9586307,4
1540,Washington_DC,275905406017085440,12/4/2012 10:12,Ford Fusion,RT @TMFBreaking: Ford recalls Escape and Fusion models. $F http://t.co/fF4nLVk2,TeresaHemingway,9151942,,,,en,Vermont,,12/4/2012 5:12,-72.5778415,44.5588028,2
3056,New_York,277753985144860673,12/9/2012 12:38,Ford Fusion,I entered the Fusion Street Chic sweeps to win a 2013 Ford Fusion. See if it fits your style: http://t.co/huK2Xp1D,WrightWin,346547382,,,,en,"New York, NY",,12/9/2012 7:38,-74.0059731,40.7143528,4
3057,New_York,276993093180465153,12/7/2012 10:14,Ford Fusion,I entered the Fusion Street Chic sweeps to win a 2013 Ford Fusion. See if it fits your style: http://t.co/huK2Xp1D,WrightWin,346547382,,,,en,"New York, NY",,12/7/2012 5:14,-74.0059731,40.7143528,4
3058,New_York,276908997498531842,12/7/2012 4:40,Ford Fusion,"Ford fusion commercial fine print: ""cars cannot fly.""",dontforgetmac,21239193,,,,en,"Bronx, NY 10470",,12/6/2012 23:40,-73.866667,40.85,4
3059,New_York,276878814141894656,12/7/2012 2:40,Ford Fusion,"RT @NYTjamescobb: New @Ford hybrids rated at 47 mpg combined. Consumer Reports got 39 in Fusion, 37 in C-Max. http://t.co/CelXrezY",DoctorDiesel,20783032,,,,en,Indianapolis,,12/6/2012 21:40,-86.1579557,39.7685825,4
3060,New_York,276875771212070912,12/7/2012 2:28,Ford Fusion,That Ford Fusion Looks like a aston martin smh they always stealin styles,IvyLeagueGallis,119749337,,,,en,"New York, Inna Yu Madda",,12/6/2012 21:28,-74.0059731,40.7143528,4
3061,New_York,276871126293028864,12/7/2012 2:09,Ford Fusion,Just got voilated by the Ford Fusion,DJ_Vasquezz,219760774,,,,en,"New York, New York",,12/6/2012 21:09,-74.0059731,40.7143528,4
3062,New_York,276861153102155776,12/7/2012 1:30,Ford Fusion,"My mom is driving a silver ford fusion for the next two weeks, as they fix her car",Joriexgolden,178417741,,,,en,NYC ,,12/6/2012 20:30,-74.0059731,40.7143528,4
3063,New_York,276823607458557954,12/6/2012 23:01,Ford Fusion,"RT @MaggieJordanACN: Recall a big blow to Ford, 4th since last spring. Owners told to park cars &amp get loaner from a Dealer.  http://t.co/rnMjaGla via @USATODAY",DenaliDadd,49649609,,,,en,"Dutton, Michigan",,12/6/2012 18:01,-85.91692,34.6109183,4
3064,New_York,276813713498046464,12/6/2012 22:21,Ford Fusion,"New @Ford hybrids rated at 47 mpg combined. Consumer Reports got 39 in Fusion, 37 in C-Max. http://t.co/CelXrezY",NYTjamescobb,82969145,,,,en,"New York, New York",,12/6/2012 17:21,-74.0059731,40.7143528,4
3065,New_York,276812365629124608,12/6/2012 22:16,Ford Fusion,Consumer Reports Slams Ford for Overstating Fusion and C-MAX Hybrids 47MPG Fuel Economy: If you've been followin... http://t.co/cl4957x3,AutomotiveNews4,285596359,,,,en,New York,,12/6/2012 17:16,-74.0059731,40.7143528,4
3066,New_York,276810313268088832,12/6/2012 22:08,Ford Fusion,"Flying Fusion: Fords New Commercial Raises the Age-Old QuestionHuh? [The Ad Section]: 
Award-winning ad man-... http://t.co/NI9NStsf",AutoGTI,308304903,,,,en,New York,,12/6/2012 17:08,-74.0059731,40.7143528,4
3067,New_York,276805242048372736,12/6/2012 21:48,Ford Fusion,Ford hybrids fall short of fuel claims: Consumer Reports: DETROIT (Reuters) - Ford Motor Co's  C-Max and Fusion ... http://t.co/bHIOFcOJ,North_Group,206944855,,,,en,"New York,  USA",,12/6/2012 16:48,-74.0059731,40.7143528,4
3068,New_York,276805229381558272,12/6/2012 21:48,Ford Fusion,Ford hybrids fall short of fuel claims: Consumer Reports: DETROIT (Reuters) - Ford Motor Co's  C-Max and Fusion ... http://t.co/C5oy6B83,NewportBiz,211949179,,,,en,"New York, NY",,12/6/2012 16:48,-74.0059731,40.7143528,4
3069,New_York,276801787460198400,12/6/2012 21:34,Ford Fusion,Ford's New Hybrids Are Falling Way Short Of Promised Fuel Economy http://t.co/8cBFPW8h #business  #hib_jobs #hib_jobs,willbfree1,22701957,,,,en,New York,,12/6/2012 16:34,-74.0059731,40.7143528,4
3070,New_York,276799517117018113,12/6/2012 21:25,Ford Fusion,RT @BI_contributors: Ford's New Hybrids Are Falling Way Short Of Promised Fuel Economy http://t.co/ikOy8THM,SD_Adkins,23260114,,,,en,"Bexley, Ohio USA",,12/6/2012 16:25,0.154327,51.439933,4
3071,New_York,276798002188922881,12/6/2012 21:19,Ford Fusion,RT @BI_contributors: Ford's New Hybrids Are Falling Way Short Of Promised Fuel Economy http://t.co/ikOy8THM,rubengzz,70055480,,,,en,"Monterrey, Mexico",,12/6/2012 16:19,-100.309201,25.6732109,4
3072,New_York,276797832034398209,12/6/2012 21:18,Ford Fusion,Ford's New Hybrids Are Falling Way Short Of Promised Fuel Economy http://t.co/ikOy8THM,BI_contributors,224372609,,,,en,New York City,,12/6/2012 16:18,0,0,0
3073,New_York,276797830348283905,12/6/2012 21:18,Ford Fusion,Ford's New Hybrids Are Falling Way Short Of Promised Fuel Economy http://t.co/zhDTvWhD,BI_GettingThere,423426321,,,,en,New York City,,12/6/2012 16:18,0,0,0
3074,New_York,276783417671176192,12/6/2012 20:21,Ford Fusion,RT @CNBC BREAKING: Consumer Reports says Ford Fusion &amp C-Max Hybrid MPG claims are wrong &amp do not get 47 MPG cars actually get 37-39 MPG.,Richie0496,24829960,,,,en,"??T: 40.856176,-73.872346",,12/6/2012 15:21,34.81035,31.198032,6
3075,New_York,276758684720312320,12/6/2012 18:43,Ford Fusion,Here its is....Ford Fusion Ultimate Thank You Basket LIVE Event: http://t.co/aq4qXsR3 via @youtube,ChristianCola,16929817,,,,en,"??T: 40.754885,-73.975506",,12/6/2012 13:43,34.81035,31.198032,6
3076,New_York,276720000771956737,12/6/2012 16:09,Ford Fusion,RT @pm_girl: Advanced Steel Technologies Featured In 2013 Ford Fusion: Green Car Journal's 2013 Green Car O... http://t.co/OzciKnmR #cars #auto #news,CSMC_Cars,782223769,,,,en,"Doha, Qatar",,12/6/2012 11:09,51.522476,25.280282,4
3077,New_York,276719787638419457,12/6/2012 16:08,Ford Fusion,Advanced Steel Technologies Featured In 2013 Ford Fusion: Green Car Journal's 2013 Green Car O... http://t.co/OzciKnmR #cars #auto #news,pm_girl,622973230,,,,en,New York,,12/6/2012 11:08,-74.0059731,40.7143528,4
3078,New_York,276629023549976577,12/6/2012 10:07,Ford Fusion,I entered the Fusion Street Chic sweeps to win a 2013 Ford Fusion. See if it fits your style: http://t.co/huK2Xp1D,WrightWin,346547382,,,,en,"New York, NY",,12/6/2012 5:07,-74.0059731,40.7143528,4
3079,New_York,276558939385118720,12/6/2012 5:29,Ford Fusion,2013 Ford Fusion is the Green Car of the Year: Green Car Journal today named the 2013 Ford Fus... http://t.co/OAKDxzAl #cars #auto #news,pm_girl,622973230,,,,en,New York,,12/6/2012 0:29,-74.0059731,40.7143528,4
3080,New_York,276488760164769792,12/6/2012 0:50,Ford Fusion,"Ford is giving away a car... the live show is VERY cool. C'mon people, let's celebrate the new Fusion &amp win cool stuff http://t.co/yhPdrofg",Mixtapehero,120433739,,,,en,New York,,12/5/2012 19:50,-74.0059731,40.7143528,4
3081,New_York,276484426563723264,12/6/2012 0:33,Ford Fusion,"Watch our live show for the 2013 Ford Fusion and you could win a free car! 

http://t.co/ATIVm9Ft http://t.co/8aEx24gj",ghostrobot,727613,,,,en,New York City,,12/5/2012 19:33,0,0,0
3082,New_York,276483642493112320,12/6/2012 0:30,Ford Fusion,"Recall a big blow to Ford, 4th since last spring. Owners told to park cars &amp get loaner from a Dealer.  http://t.co/rnMjaGla via @USATODAY",MaggieJordanACN,617854798,,,,en,"New York, NY",,12/5/2012 19:30,-74.0059731,40.7143528,4
3083,New_York,276449415437369346,12/5/2012 22:14,Ford Fusion,@KyGarvey @jackodonohue for a Ford Fusion.,DanGlickberg,120536636,KyGarvey,76075247,276449239385640960,en,"??T: 40.760428,-73.976293",,12/5/2012 17:14,34.81035,31.198032,6
3084,New_York,276398962842402816,12/5/2012 18:53,Ford Fusion,"Our Ford Fusion Hybrid is the fastest selling car in the country!

http://t.co/Ss8Kt9ZC",fordofqueens,289004425,,,,en,"Jamaica, Queens",,12/5/2012 13:53,-77.297508,18.109581,1
3085,New_York,276267850761650176,12/5/2012 10:12,Ford Fusion,I entered the Fusion Street Chic sweeps to win a 2013 Ford Fusion. See if it fits your style: http://t.co/huK2Xp1D,WrightWin,346547382,,,,en,"New York, NY",,12/5/2012 5:12,-74.0059731,40.7143528,4
3086,New_York,276121528683356161,12/5/2012 0:31,Ford Fusion,2013 Ford Fusion and C-Max Hybrid EPA ratings dont hold up in the real world: The 2013 Ford Fusion and C-Max hy... http://t.co/jtjOlxWg,TechnologyP3,98446836,,,,en,"New York, NY",,12/4/2012 19:31,-74.0059731,40.7143528,4
3087,New_York,276038683247910912,12/4/2012 19:02,Ford Fusion,That awkward moment when your phone rings and youre driving? The 2013 Ford Fusion lets you talk with No hands http://t.co/ZhOKvYlK,MadameNoire,138516405,,,,en,"New York, NY",,12/4/2012 14:02,-74.0059731,40.7143528,4
3088,New_York,276038334806118400,12/4/2012 19:00,Ford Fusion,"Looking for style,conformability, breakthrough performance and key technology? Go further with the new 2013 Ford Fusion http://t.co/WO97uYIw",Styleblazer,221788706,,,,en,NYC,,12/4/2012 14:00,-74.0059731,40.7143528,4
3089,New_York,275963670708756480,12/4/2012 14:04,Ford Fusion,Check out: All Eyez on Ford: Tupac Shakur poetry used to market Fusion http://t.co/RGudXeFu via @therealautoblog,gotham2002,27706074,,,,en,NY,,12/4/2012 9:04,-74.0059731,40.7143528,4
3090,New_York,275904463133368320,12/4/2012 10:08,Ford Fusion,I entered the Fusion Street Chic sweeps to win a 2013 Ford Fusion. See if it fits your style: http://t.co/huK2Xp1D,WrightWin,346547382,,,,en,"New York, NY",,12/4/2012 5:08,-74.0059731,40.7143528,4
3091,New_York,278551085189308417,12/11/2012 17:25,Ford Fusion,cbsnewyork: 2013 Ford Fusion: The Car Connections Best Car To Buy 2013 http://t.co/3w9TzjCs #nyc,FeedNYC,538981873,,,,en,"New York, NY",,12/11/2012 12:25,-74.0059731,40.7143528,4
3092,New_York,278529361102118912,12/11/2012 15:59,Ford Fusion,2013 Ford Fusion: The Car Connections Best Car To Buy 2013 GII,greensaved1,566846182,,,,en,New York,,12/11/2012 10:59,-74.0059731,40.7143528,4
