FID,Search_Center,tweet_id,tweet_datetime,tweet_keyword,text,user_name,user_id,to_user,to_user_id,in_reply_to_tweet_id,lang,location,geo,tweet_datetime_local,lng,lat,accuracy
23115,New_York,279340595409989634,12/13/2012 21:42,Ford Fusion,"2013 Ford Fusion is a popular new model at Cincinnati area car dealership: CINCINNATI, Dec. 13... http://t.co/1Vx6A2Yg #cars #auto #news",pm_girl,622973230,,,,en,New York,,12/13/2012 16:42,-74.0059731,40.7143528,4
23116,New_York,279339528131592193,12/13/2012 21:38,Ford Fusion,"Recall recap: Ford Fusion, again multiple baby product and Home Depot recalls: http://t.co/yyX3fZdW",consumersearch,15273539,,,,en,"New York, NY",,12/13/2012 16:38,-74.0059731,40.7143528,4
23117,New_York,279330456254681088,12/13/2012 21:02,Ford Fusion,PR Newswire Photo: MIKE CASTRUCCI FORD OF ALEXANDRIA FUSION IN STOCK: Mike Castrucci of Alexandria has the 2013 ... http://t.co/ds9Y64tA,prnphotos,24193091,,,,en,"New York, NY",,12/13/2012 16:02,-74.0059731,40.7143528,4
23118,New_York,279287431910522881,12/13/2012 18:11,Ford Fusion,Ford Touts Lower Repair Costs of 2013 #Ford Fusion http://t.co/YYCQJJnG via @insideline_com,VelocitySales,167686055,,,,en,New York City,,12/13/2012 13:11,0,0,0
23119,New_York,279275974959452160,12/13/2012 17:25,Ford Fusion,That new Ford fusion looks tough in person,ChaySoto1,394232928,,,,en,North Jersey ,,12/13/2012 12:25,-2.13125,49.214439,1
23120,New_York,279228159050797056,12/13/2012 14:15,Ford Fusion,"New Interior Trim Saves Fuel, Cuts Carbon Emissions and Lowers Costs on 2013 Ford Fusion http://t.co/JyNiSZ4K #ford #cars",AmericanCoolCar,744522313,,,,en,New York,,12/13/2012 9:15,-74.0059731,40.7143528,4
23121,New_York,279167349477756929,12/13/2012 10:14,Ford Fusion,I entered the Fusion Street Chic sweeps to win a 2013 Ford Fusion. See if it fits your style: http://t.co/huK2Xp1D,WrightWin,346547382,,,,en,"New York, NY",,12/13/2012 5:14,-74.0059731,40.7143528,4
23122,New_York,279093247878524929,12/13/2012 5:19,Ford Fusion,@swagofamangina: New ford fusion really gets 47 mpg? Jesus yeah and I'm over here getting 15 lol,matts_rollin,700481671,,,,en,"Linden, NJ",,12/13/2012 0:19,-87.8394704,35.6172917,4
23123,New_York,279035553150799872,12/13/2012 1:30,Ford Fusion,@keselowski are u disappointed Ford is running a fusion instead of a Mustang?   I sure am!  I Drive a 2008 pony.,DOnuski,20389144,keselowski,40745276,279034469430747137,en,,"40.828676, -74.137807",12/12/2012 20:30,-69.6691186,-38.8233843,2
23124,New_York,279019131834101760,12/13/2012 0:25,Ford Fusion,I entered the Fusion Street Chic sweeps to win a 2013 Ford Fusion. See if it fits your style: http://t.co/lrnWht25,Dreamingfree,76643395,,,,en,New York,,12/12/2012 19:25,-74.0059731,40.7143528,4
23125,New_York,278921786404532224,12/12/2012 17:58,Ford Fusion,"Ford says that Escape, Fusion models were affected by software glitch: 
Ford Motor Co. admitt... http://t.co/jsBY7vv4 #cars #auto #news",pm_girl,622973230,,,,en,New York,,12/12/2012 12:58,-74.0059731,40.7143528,4
23126,New_York,278910941960237057,12/12/2012 17:15,Ford Fusion,That awkward moment when your phone rings and youre driving? The 2013 Ford Fusion lets you talk with No hands http://t.co/ZhOKvYlK,MadameNoire,138516405,,,,en,"New York, NY",,12/12/2012 12:15,-74.0059731,40.7143528,4
23127,New_York,278910527411982336,12/12/2012 17:13,Ford Fusion,"Looking for style, conformability,breakthrough performance and key technology? Go further with the new 2013 Ford Fusion http://t.co/WO97uYIw",Styleblazer,221788706,,,,en,NYC,,12/12/2012 12:13,-74.0059731,40.7143528,4
23128,New_York,278825190685818882,12/12/2012 11:34,Ford Fusion,I entered the Fusion Street Chic sweeps to win a 2013 Ford Fusion. See if it fits your style: http://t.co/huK2Xp1D,WrightWin,346547382,,,,en,"New York, NY",,12/12/2012 6:34,-74.0059731,40.7143528,4
23129,New_York,278786535959171072,12/12/2012 9:01,Ford Fusion,"News Summary: Ford Escape, Fusion recall: THE VEHICLES: About 89,000 Ford Escape small SUVs and Fusion midsize c... http://t.co/tWRBF78g",AutomotiveNews4,285596359,,,,en,New York,,12/12/2012 4:01,-74.0059731,40.7143528,4
27234,Boston,279367816984002560,12/13/2012 23:30,Ford Fusion,The 2013 #Honda #Accord has been selected as a finalist for 'North American Car of the Year' http://t.co/G4ChOd1V,Honda_of_Boston,325056047,,,,en,"Everett, MA",,12/13/2012 18:30,-122.2020794,47.9789848,4
27235,Boston,279347752897486848,12/13/2012 22:11,Ford Fusion,"[online ad archive]: Ford 2013 Fusion + Hybrid... http://t.co/clzl8GDa
 #300x250 #Automotive #environment #Ford #FordFusion #hybrid",adverlicious,17174715,,,,en,"Boston, MA",,12/13/2012 17:11,-71.0597732,42.3584308,4
27236,Boston,279343516105187331,12/13/2012 21:54,Ford Fusion,The 2013 Ford Fusion has been named by @CarConnection as the Best Car to Buy 2013! Congrats to @Ford! http://t.co/aHgJuOfw #FordFusion,StonehamFord,43318591,,,,en,"Stoneham, MA 02180",,12/13/2012 16:54,-71.0999719,42.4802469,4
27237,Boston,279321540548521985,12/13/2012 20:26,Ford Fusion,The 2013 ford fusion will be mine,mkaaaaaaaaaay,275264520,,,,en,"Medford, Ma",,12/13/2012 15:26,-122.8755949,42.3265152,4
27238,Boston,279244704380506112,12/13/2012 15:21,Ford Fusion,Excited to be at Ford Fusion event @laromacafe #FusionTakeover with @randomrecycling @notlikeacat and other Boston bloggers,pragmaticmom,100818788,,,,en,"Boston, MA",,12/13/2012 10:21,-71.0597732,42.3584308,4
27239,Boston,279237210069430275,12/13/2012 14:51,Ford Fusion,Checking out the new Ford Fusion at L'Aroma coffee shop. #FusionTakeover http://t.co/HQJrqhXI,RandomRecycling,24064817,,,,en,"Needham, MA",,12/13/2012 9:51,-71.2377548,42.2809285,4
27240,Boston,279223975635206144,12/13/2012 13:59,Ford Fusion,#fusiontakeover. Just drove the Ford Fusion.  Really interesting new driver assists features.  Nothing like http://t.co/xckQKpb9,ohbabyboston,127413993,,,,en,Cambridge,,12/13/2012 8:59,-71.1097335,42.3736158,4
27241,Boston,279051448988348416,12/13/2012 2:33,Ford Fusion,@BostonDotCom: 20 best-selling cars in New England http://t.co/S5ZSwYCR ford fusion #11 !!!,BostonDelio,169292558,,,,en,,"42.557901, -71.118218",12/12/2012 21:33,-69.6691186,-38.8233843,2
27242,Boston,278864531114057728,12/12/2012 14:10,Ford Fusion,"Morning :"") #dolphin #ocean #pink #chain #car #driving #gayboyproblems #ford #fusion #shells #beads #beach # http://t.co/kSsUxT8f",iMaxStephen,39334586,,,,en,"Boston, MA",,12/12/2012 9:10,-71.0597732,42.3584308,4
28713,Chicago,278929720601612288,12/12/2012 18:30,Ford Fusion,"Honda Accord, Ford Fusion, Caddy ATS named 'Car of Year' finalists http://t.co/P5KMGoaD",AMISInspections,396871308,,,,en,Metro Chicago,,12/12/2012 12:30,-87.6297982,41.8781136,4
28714,Chicago,278906763242242048,12/12/2012 16:58,Ford Fusion,@Ford Get your incessant fucking Ford Fusion ad away from me. Stop running it every ten seconds online. Shut. The. Fuck. Up.,Beckett_Short,72431812,Ford,15676492,,en,"Chicago, IL",,12/12/2012 10:58,-87.6297982,41.8781136,4
28715,Chicago,278827034661232641,12/12/2012 11:42,Ford Fusion,"Ford Says It has Fix for Recalled 2013 Escape, Fusion Vehicles  http://t.co/PbRvB4A3 via @WSJ @ford #fleet #fleetmanagement",DonlenFleet,73175745,,,,en,"??T: 41.923811,-87.678312",,12/12/2012 5:42,12.5627105,57.4433142,6
30790,Los_Angeles,279297476773699584,12/13/2012 18:51,Ford Fusion,"Fordman Deals Are Here! 2011 Ford Fusion SE Sedan 4D Internet Special: $17,990.00 Video - http://t.co/vRFxvGOi #losangeles #thousandoaks",CarTwitz,291454935,,,,en,"Los Angeles, CA",,12/13/2012 10:51,-118.2436849,34.0522342,4
30791,Los_Angeles,279284773309014017,12/13/2012 18:00,Ford Fusion,Ford Fusion named green car of the year 2013 http://t.co/t1B3DdiU,awaken8world,436023411,,,,en,Los Angeles,,12/13/2012 10:00,-118.2436849,34.0522342,4
30792,Los_Angeles,279013213654380544,12/13/2012 0:01,Ford Fusion,@FordService @PuenteHillsToyo I have driven the 2013 Ford Fusion and it's fantastic,TheLeadFoot,348720993,FordService,16512432,278890323336388608,en,"Los Angeles, CA",,12/12/2012 16:01,-118.2436849,34.0522342,4
30793,Los_Angeles,278996778668392448,12/12/2012 22:56,Ford Fusion,Ford Fusion Casting.  Woop. Woop,angelicrsg,118136591,,,,en,Los Angeles,,12/12/2012 14:56,-118.2436849,34.0522342,4
30794,Los_Angeles,278984142635544576,12/12/2012 22:06,Ford Fusion,"Car of the Year finalists are Honda Accord, Ford Fusion, and Caddy ATS. Winners to be announced January 14.",autoeditorLWR,18342969,,,,en,Los Angeles,,12/12/2012 14:06,-118.2436849,34.0522342,4
30795,Los_Angeles,278979721373573123,12/12/2012 21:48,Ford Fusion,"Car, Truck Award Finalists (12/12/12): Fusion, Accord, ATS contend for annual prize as Ram 1500 takes on Ford, M... http://t.co/tERDTQP5",lacarsrepo,30121979,,,,en,19701 Sherman Way,,12/12/2012 13:48,0,0,0
30796,Los_Angeles,278932288509710336,12/12/2012 18:40,Ford Fusion,I'm thinking about getting a 2013 Ford Fusion. Any experience with them? 47mpg hwy/city! I put approx 30k miles on my car per year.,elizabethkitt22,193085430,,,,en,Los Angeles,,12/12/2012 10:40,-118.2436849,34.0522342,4
34078,San_Francisco,279044376540372994,12/13/2012 2:05,Ford Fusion,Just used the Ford Fusion's automatic parallel parking in SF. Totally painless. Love it!,way4ne,66432209,,,,en,San Francisco,,12/12/2012 18:05,-122.4194155,37.7749295,4
34079,San_Francisco,278912424797687808,12/12/2012 17:21,Ford Fusion,"BASF Resin Saves Ford Fusion 60,000 lb CO2 a Year http://t.co/bbAybAuQ",ourbluemarble,267929791,,,,en,"Earth, often San Francisco",,12/12/2012 9:21,-102.4107493,34.2331373,4
35570,Philadelphia,279169777765863424,12/13/2012 10:23,Ford Fusion,I entered the Fusion Street Chic sweeps to win a 2013 Ford Fusion. See if it fits your style: http://t.co/5r0x0z6E,evie197580,181266452,,,,en,"philadelphia,pa",,12/13/2012 5:23,-75.163789,39.952335,4
35571,Philadelphia,278877799845085185,12/12/2012 15:03,Ford Fusion,"Enter2Win ""The Go Further With the @Ford Fusion"" contest: http://t.co/QRewf8iI Also: Visit your local @Ford  dealer to get ""BRAND NEWED""",RealEstateSally,224897700,,,,en,"Philadelphia, PA",,12/12/2012 10:03,-75.163789,39.952335,4
35572,Philadelphia,278815740050677760,12/12/2012 10:57,Ford Fusion,I entered the Fusion Street Chic sweeps to win a 2013 Ford Fusion. See if it fits your style: http://t.co/5r0x0z6E,evie197580,181266452,,,,en,"philadelphia,pa",,12/12/2012 5:57,-75.163789,39.952335,4
36567,Phoenix,279362634413907968,12/13/2012 23:10,Ford Fusion,"Fords choice to offer the Fusion with five total different power train options and a low, entry-level pricing was... http://t.co/vzVqnSp2",ChapmanFordAZ,268386426,,,,en,"Scottsdale, AZ",,12/13/2012 15:10,-111.9260519,33.4941704,4
36568,Phoenix,279077083500666881,12/13/2012 4:15,Ford Fusion,2013 Ford Fusion: The Car Connection's Best Car To Buy 2013 http://t.co/mc1LHdli,IdeaVP,323397829,,,,en,"Phoenix, AZ",,12/12/2012 20:15,-112.0740373,33.4483771,4
36569,Phoenix,278987641549119490,12/12/2012 22:20,Ford Fusion,"Wheelies: The Here, There, Everywhere Edition: The Cadillac ATS, the Ford Fusion and the Honda Accord have been ... http://t.co/SVQL6r8U",ancalawest,95201775,,,,en,"Scottsdale, Arizona USA",,12/12/2012 14:20,-111.9260519,33.4941704,4
37115,San_Diego,279360724151701504,12/13/2012 23:02,Ford Fusion,Flawed cooling system design believed to be source of 12 vehicle fires to date http://t.co/hbuBphHD,CleanEnergyPrin,242884495,,,,en,San Diego,,12/13/2012 15:02,-99.821927,20.6886441,6
37116,San_Diego,279355500443869185,12/13/2012 22:41,Ford Fusion,@Budini Wow. That looks like a Ford Fusion,motoridersd,166295538,Budini,21095241,279355244146745344,en,"San Diego, CA",,12/13/2012 14:41,-99.821927,20.6886441,6
37117,San_Diego,278944257698562049,12/12/2012 19:27,Ford Fusion,I entered the Fusion Street Chic sweeps to win a 2013 Ford Fusion. See if it fits your style: http://t.co/ZTzKXRJp,katygmorris,21404454,,,,en,"San Diego, California!",,12/12/2012 11:27,-99.821927,20.6886441,6
39052,Dallas,279390710615138305,12/14/2012 1:01,Ford Fusion,http://t.co/WJilH13j: Best Redesigned Car is 2013 Ford Fusion | Ford Motor Company Newsroom http://t.co/4kBMY2ca,TownEastFord,31144961,,,,en,"Mesquite, TX",,12/13/2012 19:01,-96.5991593,32.7667955,4
39053,Dallas,279390458608754688,12/14/2012 1:00,Ford Fusion,http://t.co/WJilH13j: Best Redesigned Car is 2013 Ford Fusion | Ford Motor Company Newsroom http://t.co/dFj4DTSy,TownEastFord,31144961,,,,en,"Mesquite, TX",,12/13/2012 19:00,-96.5991593,32.7667955,4
39054,Dallas,279375620998324224,12/14/2012 0:01,Ford Fusion,RT @Bradford_PR Loved the view at the Digital Dallas holiday party. The 2013 Ford Fusion looks pretty spectacular! http://t.co/A14sesFI,fordbecky,266809025,,,,en,Dallas,,12/13/2012 18:01,-96.8004511,32.7801399,4
39055,Dallas,279321862285180928,12/13/2012 20:28,Ford Fusion,The new Ford Fusion looks like an Aston Martin,carlosgoeshard,377809655,,,,en,Dallas,,12/13/2012 14:28,-96.8004511,32.7801399,4
39056,Dallas,279274338870497280,12/13/2012 17:19,Ford Fusion,Why do Ford's new hybrids ace the EPA fuel economy tests?: When real-world fuel economy doesn't match EPA estima... http://t.co/ggjB8Gxp,OpenRoadLending,110522630,,,,en,"Irving, TX",,12/13/2012 11:19,-96.9488945,32.8140177,4
39057,Dallas,279089841726164992,12/13/2012 5:06,Ford Fusion,RT @MaseratiJay: A 3.0 GPA will get her that @Ford Fusion she wants anything less her ass can keep driving that Taurus. #LOVE,Ms_BullHead,431116627,,,,en,,,12/12/2012 23:06,-69.6691186,-38.8233843,2
39058,Dallas,279043443580362752,12/13/2012 2:01,Ford Fusion,"Finalists for 2013 Car and Truck of the Year Awards announced: The Cadillac ATS, Ford Fusion and Honda Accord we... http://t.co/vHegp6cc",DPete4,44064925,,,,en,DFW Texas,,12/12/2012 20:01,-97.0406533,32.8974493,9
39059,Dallas,278993838205456384,12/12/2012 22:44,Ford Fusion,"Car of the Year Finalists: 2013 Ford Fusion, Cadillac ATS, Honda Accord:  http://t.co/AkwUKGx4",OpenRoadLending,110522630,,,,en,"Irving, TX",,12/12/2012 16:44,-96.9488945,32.8140177,4
39060,Dallas,278955166424784896,12/12/2012 20:11,Ford Fusion,RT @AlvaroCabalFORD: ALERTA: Fusion y #Ford C-Max finalistas para North American Car of the Year y North American Truck/Utility of the Year #WINING,ComiendoenLA,221658128,,,,en,Los Angeles,,12/12/2012 14:11,-118.2436849,34.0522342,4
39061,Dallas,278952411094196225,12/12/2012 20:00,Ford Fusion,ALERTA: Fusion y #Ford C-Max finalistas para North American Car of the Year y North American Truck/Utility of the Year #WINING,AlvaroCabalFORD,88752273,,,,en,"Dallas, Texas",,12/12/2012 14:00,-96.8004511,32.7801399,4
39062,Dallas,278951034829828096,12/12/2012 19:54,Ford Fusion,Ford Fusion finalist for 2013 North American Car of the Year. Ford C-Max finalist for 2013 North American Truck/Utility of the Year.,AlvaroCabalFORD,88752273,,,,en,"Dallas, Texas",,12/12/2012 13:54,-96.8004511,32.7801399,4
39063,Dallas,278930003603902464,12/12/2012 18:31,Ford Fusion,@LosTweens: The @Ford #Fusion inspired us and now it's inspiring artists! http://t.co/I2qupC38,AlvaroCabalFORD,88752273,,,,en,"Dallas, Texas",,12/12/2012 12:31,-96.8004511,32.7801399,4
40373,Houston,279413727344861184,12/14/2012 2:33,Ford Fusion,I entered the Fusion Street Chic sweeps to win a 2013 Ford Fusion. See if it fits your style: http://t.co/baBIpBki,Tifflonn,187524415,,,,en,Bay Area,,12/13/2012 20:33,-122.25,37.7141454,3
40374,Houston,279316449091260416,12/13/2012 20:06,Ford Fusion,I liked a @YouTube video from @legacyfordtx http://t.co/rjr9psM1 2013 Ford Raptor Dealership Sugarland TX | 2013 Ford Fusion Cars,VLAutoMarketing,143977199,,,,en,"Houston,Tx",,12/13/2012 14:06,-95.3693896,29.7601927,4
40375,Houston,279288542675476480,12/13/2012 18:15,Ford Fusion,"#IKEA Why do Ford's new hybrids ace the EPA fuel economy tests?: 
     

Why do Ford's new hybrids ace t... http://t.co/UwXim6GV",ikeasucks,306013161,,,,en,Worldwide,,12/13/2012 12:15,-84.7227071,39.0841968,6
40376,Houston,279288380859244544,12/13/2012 18:15,Ford Fusion,"RECALL: Engine fire risk prompts 89,000 vehicle Ford Escape, Fusion recalls
 http://t.co/gn31dIZk",DMLeaseHouston,320790811,,,,en,"Houston, Texas",,12/13/2012 12:15,-95.3693896,29.7601927,4
40377,Houston,279287132722446337,12/13/2012 18:10,Ford Fusion,@BeardoTV ford fusion hybrid i think. Might change my mind after test drive. Who knows.,ChillMarie_,606867740,BeardoTV,174674284,279285911588573186,en,Houston TX,,12/13/2012 12:10,-95.3693896,29.7601927,4
40378,Houston,279285669271068673,12/13/2012 18:04,Ford Fusion,"@RayRay515 i'm thinking Ford Fusion hybrid. But I'm gonna test drive the challenger and some other frivolous cars first, lol.",ChillMarie_,606867740,RayRay515,16248640,279276791414288384,en,Houston TX,,12/13/2012 12:04,-95.3693896,29.7601927,4
40379,Houston,279002255309545474,12/12/2012 23:18,Ford Fusion,RT @Jay_Amazin: @Zooner3 @r2rooss it's like trading a Benz for a ford fusion jus for mpg,r2rooSS,588014290,,,278999836236316673,en,,,12/12/2012 17:18,-69.6691186,-38.8233843,2
40380,Houston,279001977017475073,12/12/2012 23:17,Ford Fusion,@Zooner3 @r2rooss it's like trading a Benz for a ford fusion jus for mpg,Jay_Amazin,254308738,Zooner3,179290719,278999836236316673,en,"HOUSTON,TX",,12/12/2012 17:17,-95.3693896,29.7601927,4
40381,Houston,278925344654893056,12/12/2012 18:12,Ford Fusion,"BASF Resin Saves Ford Fusion 60,000 lb CO2 a Year http://t.co/o502pwft",PTC,207505157,,,,en,worldwide,,12/12/2012 12:12,-84.7227071,39.0841968,6
43489,Seattle,279401086777978880,12/14/2012 1:43,Ford Fusion,I entered the Fusion Street Chic sweeps to win a 2013 Ford Fusion. See if it fits your style: http://t.co/L9dTfRye,jkebeans,27763797,,,,en,Seattle,,12/13/2012 17:43,-122.3320708,47.6062095,4
43490,Seattle,279274341663924226,12/13/2012 17:19,Ford Fusion,Why do Ford's new hybrids ace the EPA fuel economy tests?: When real-world fuel economy doesn't match EPA estima... http://t.co/pMgQDr0y,INFINITI_FAN,226345796,,,,en,"Seattle, WA",,12/13/2012 9:19,-122.3320708,47.6062095,4
43491,Seattle,279027748415102976,12/13/2012 0:59,Ford Fusion,I entered the Fusion Street Chic sweeps to win a 2013 Ford Fusion. See if it fits your style: http://t.co/L9dTfRye,jkebeans,27763797,,,,en,Seattle,,12/12/2012 16:59,-122.3320708,47.6062095,4
44422,Portland,279197067073683456,12/13/2012 12:12,Ford Fusion,I entered the Fusion Street Chic sweeps to win a 2013 Ford Fusion. See if it fits your style: http://t.co/d02FJavb,bobisyellow,148902498,,,,en,Camas WA,,12/13/2012 4:12,-122.3995363,45.5870631,4
44423,Portland,278859058721746946,12/12/2012 13:49,Ford Fusion,"EPA To Dig Into Ford Fusion Hybrid, C-Max Hybrid Mileage http://t.co/KOddlF1Z",Automoxie,39085375,,,,en,"Portland, OR",,12/12/2012 5:49,-122.6762071,45.5234515,4
45072,Milwaukee,279230983277015040,12/13/2012 14:27,Ford Fusion,2013 Ford Fusion Design to Reduce Repair Costs 13 Percent - When can a beautiful rear end help drivers save money? W... http://t.co/F7elbLBu,Heiserauto,53094096,,,,en,"Milwaukee, WI",,12/13/2012 8:27,-87.9064736,43.0389025,4
45073,Milwaukee,278944727934574592,12/12/2012 19:29,Ford Fusion,"#Auto #Newsflash Honda Accord, Ford Fusion, Caddy ATS named 'Car of Year' finalists http://t.co/PeB0p1Sh",DigitalTorq,211604681,,,,en,Sussex,,12/12/2012 13:29,-88.2220372,43.1338972,4
45074,Milwaukee,278944727901024256,12/12/2012 19:29,Ford Fusion,"#Auto #Germany Honda Accord, Ford Fusion, Caddy ATS named 'Car of Year' finalists http://t.co/IeCjlQN9",DigitalTorq,211604681,,,,en,Sussex,,12/12/2012 13:29,-88.2220372,43.1338972,4
45075,Milwaukee,278904341333676034,12/12/2012 16:49,Ford Fusion,"I uploaded a @YouTube video http://t.co/o3g7Ee0N 2010 Ford Fusion 4dr Sdn SEL FWD - for sale in Mequon, Wisconsin 53092",SommersCars,39669444,,,,en,"??T: 43.241776,-87.986445",,12/12/2012 10:49,21.8829365,60.9710439,6
46045,Detroit,278886956572753922,12/12/2012 15:40,Ford Fusion,RT @FordRacing: That new 2013 Ford Fusion Blue Deuce looks pretty fast! And sharp huh? http://t.co/ojwKAr1q,HuntingtonFord,58348089,,,,en,"Rochester Hills, Michigan",,12/12/2012 10:40,-83.1499322,42.6583661,4
46046,Detroit,279436758653997056,12/14/2012 4:04,Ford Fusion,Just seen that new Ford Fusion+.... SEXY!!!!!,DonDiesel86,86558963,,,,en,"Detroit, Mi.",,12/13/2012 23:04,-83.0457538,42.331427,4
46047,Detroit,279282153798373376,12/13/2012 17:50,Ford Fusion,Unbelievable #Gas #Mileage in the stylish new #Hybrid! 2013 #Ford #Fusion Hybrid #Brochure: http://t.co/64M2IrWg,royobrienford,31225847,,,,en,"St. Clair Shores, MI",,12/13/2012 12:50,-82.9002778,42.4955556,4
46048,Detroit,279280491528597504,12/13/2012 17:43,Ford Fusion,RT @detnews: Enter here for your chance to win a lease on a 2013 Ford Fusion  @naias http://t.co/BSt7DRiN,wendi_lynn,27713572,,,,en,"Detroit, MI",,12/13/2012 12:43,-83.0457538,42.331427,4
46049,Detroit,279277551061438464,12/13/2012 17:32,Ford Fusion,Enter here for your chance to win a lease on a 2013 Ford Fusion  @naias http://t.co/BSt7DRiN,detnews,16543775,,,,en,"Detroit,MI USA",,12/13/2012 12:32,-83.0457538,42.331427,4
46050,Detroit,279203123225034752,12/13/2012 12:36,Ford Fusion,I entered the Fusion Street Chic sweeps to win a 2013 Ford Fusion. See if it fits your style: http://t.co/IQ4lhwaL,jkozloff,17290206,,,,en,"Detroit,MI",,12/13/2012 7:36,-83.0457538,42.331427,4
46051,Detroit,279170747019169792,12/13/2012 10:27,Ford Fusion,RT @Ford: The #Car Connection named the #Ford #Fusion the Best Car to Buy of 2013. #thankyou! http://t.co/6fi8OSB5,BretatRCLacy,262335145,,,,en,New York,,12/13/2012 5:27,-74.0059731,40.7143528,4
46052,Detroit,279046934738644994,12/13/2012 2:15,Ford Fusion,"A lot of @Ford tie-ins with New Girl. Cece had a modeling gig for the 2013 Fusion. Jess drives a Flex, the top-selling American car in Cali.",dseetharaman,14663698,,,,en,Detroit,,12/12/2012 21:15,-83.0457538,42.331427,4
46053,Detroit,279011378344374272,12/12/2012 23:54,Ford Fusion,RT @FordRacing: That new 2013 Ford Fusion Blue Deuce looks pretty fast! And sharp huh? http://t.co/ojwKAr1q,TheBigGuy599,585880670,,,,en,,,12/12/2012 18:54,-69.6691186,-38.8233843,2
46054,Detroit,278997114820894720,12/12/2012 22:57,Ford Fusion,RT @Ford: The #Car Connection named the #Ford #Fusion the Best Car to Buy of 2013. #thankyou! http://t.co/6fi8OSB5,PascoLegacyFord,600469371,,,,en,"Pasco, WA ",,12/12/2012 17:57,-119.1005657,46.2395793,4
46055,Detroit,278989409804746752,12/12/2012 22:27,Ford Fusion,"RT @Automotive_News: Cadillac ATS, Ford Fusion and Honda Accord named finalists for North American Car of the Year http://t.co/nI9epQmm",sellthecar_com,274623342,,,,en,,,12/12/2012 17:27,-69.6691186,-38.8233843,2
46056,Detroit,278987864589598720,12/12/2012 22:21,Ford Fusion,"RT @Automotive_News: Cadillac ATS, Ford Fusion and Honda Accord named finalists for North American Car of the Year http://t.co/nI9epQmm",NewCarMark,534691041,,,,en,New Car Mark??? HQ,,12/12/2012 17:21,0,0,0
46057,Detroit,278987347012505600,12/12/2012 22:19,Ford Fusion,"RT @Automotive_News: Cadillac ATS, Ford Fusion and Honda Accord named finalists for North American Car of the Year http://t.co/nI9epQmm",360Magazine,40295453,,,,en,AMERICAS ?? EUR ?? ASIA ?? AFR,,12/12/2012 17:19,0,0,0
46058,Detroit,278987294432714752,12/12/2012 22:18,Ford Fusion,"RT @Automotive_News: Cadillac ATS, Ford Fusion and Honda Accord named finalists for North American Car of the Year http://t.co/nI9epQmm",ApplewoodAuto,966750313,,,,en,Mississauga ON,,12/12/2012 17:18,-79.6441198,43.5890452,4
46059,Detroit,278987093508759552,12/12/2012 22:18,Ford Fusion,"RT @Automotive_News: Cadillac ATS, Ford Fusion and Honda Accord named finalists for North American Car of the Year http://t.co/nI9epQmm",maumarron,185391776,,,,en,,,12/12/2012 17:18,-69.6691186,-38.8233843,2
46060,Detroit,278986525788758017,12/12/2012 22:15,Ford Fusion,"Cadillac ATS, Ford Fusion and Honda Accord named finalists for North American Car of the Year http://t.co/nI9epQmm",Automotive_News,14628959,,,,en,"Detroit, MI",,12/12/2012 17:15,-83.0457538,42.331427,4
46061,Detroit,278978589674835968,12/12/2012 21:44,Ford Fusion,RT @fordracing: That new 2013 Ford Fusion Blue Deuce looks pretty fast! And sharp huh? http://t.co/fEWlmFz1,northbros,121881757,,,,en,"Westland, MI",,12/12/2012 16:44,-83.400211,42.324204,4
46062,Detroit,278973965622460416,12/12/2012 21:25,Ford Fusion,RT @FordRacing: That new 2013 Ford Fusion Blue Deuce looks pretty fast! And sharp huh? http://t.co/ojwKAr1q,GoodGroundSound,82279237,,,,en,Take me to the King,,12/12/2012 16:25,0,0,0
46063,Detroit,278963334705995776,12/12/2012 20:43,Ford Fusion,"RT @WardsAuto: N. American Car, Truck of the Year finalists are in. Car: Cadillac ATS, Ford Fusion  Honda Accord. Truck: Ford C-Max, Mazda CX-5, RAM 1500",pentonmedia,297643330,,,,en,New York City,,12/12/2012 15:43,0,0,0
46064,Detroit,278943173915602944,12/12/2012 19:23,Ford Fusion,"RT @BrentSnavely: Finalists for NACTOY are: Cadillac ATS, Ford Fusion, Honda Accord / Ford C-Max, Mazda CX5 and Ram 1500. http://t.co/RMLSPc8E",KathyatChrysler,179497941,,,,en,"Auburn Hills, Michigan",,12/12/2012 14:23,-83.2341028,42.6875323,4
46065,Detroit,278942666421587969,12/12/2012 19:21,Ford Fusion,@Brittany_Styles: My #ford #fusion  http://t.co/FEceMyHF girl come pick me up let's go ,__ARaeOfLight__,290836836,,,,en,Detroit,,12/12/2012 14:21,-83.0457538,42.331427,4
46066,Detroit,278938990332243968,12/12/2012 19:06,Ford Fusion,"Finalists for NACTOY are: Cadillac ATS, Ford Fusion, Honda Accord / Ford C-Max, Mazda CX5 and Ram 1500. http://t.co/RMLSPc8E",BrentSnavely,23367271,,,,en,Detroit,,12/12/2012 14:06,-83.0457538,42.331427,4
46067,Detroit,278926208555683840,12/12/2012 18:16,Ford Fusion,RT @FordRacing: That new 2013 Ford Fusion Blue Deuce looks pretty fast! And sharp huh? http://t.co/ojwKAr1q,iamwendydawn,53282582,,,,en,The Nations,,12/12/2012 13:16,7.3015032,47.7363124,9
